date,revenue,marketing_spend,website_traffic,ad_clicks,conversion_rate,discount_rate,returns_pct,support_tickets,customer_satisfaction,churn_rate,employee_count,avg_temperature_c
2025-11-14,32635.49,2799.07,7547.0,3217.0,0.0224,0.1358,0.0653,69.0,4.0,0.0644,63.0,15.6
2024-06-28,34345.07,3196.57,6393.0,2661.0,0.0292,0.0606,0.0286,63.0,3.95,0.0636,60.0,24.5
2025-07-21,34779.56,2869.04,6135.0,2265.0,0.0306,0.1167,0.0644,62.0,3.94,0.0625,63.0,19.9
2025-05-21,29132.91,4313.4,9285.0,3928.0,0.0168,0.1126,0.0617,58.0,4.07,0.0674,61.0,28.4
2024-04-09,16634.07,3119.19,4976.0,2073.0,0.0205,0.1455,0.0748,52.0,4.17,0.057,61.0,29.9
2025-05-07,40637.68,3424.56,7993.0,3144.0,0.0277,0.11,0.045,59.0,3.97,0.0692,63.0,29.4
2024-03-15,39541.49,3461.84,8761.0,3921.0,0.0253,0.0965,0.0597,49.0,4.19,0.0586,60.0,30.5
2024-01-08,38621.36,2940.17,7438.0,2961.0,0.0287,0.167,0.0846,64.0,4.18,0.0518,56.0,21.0
2025-07-06,24428.75,3296.19,5822.0,2524.0,0.0217,0.1189,0.0789,62.0,4.04,0.0546,68.0,19.9
2025-11-04,46778.5,2474.09,5560.0,2374.0,0.0455,0.1041,0.0491,51.0,4.07,0.0499,66.0,16.3
2024-09-30,27074.1,3441.86,8202.0,3272.0,0.0188,0.1233,0.0587,61.0,3.88,0.0664,63.0,13.5
2024-10-06,36991.21,,6852.0,2891.0,0.03,0.0736,0.0363,49.0,4.04,0.072,62.0,13.0
2025-01-31,37864.65,3626.31,9444.0,3946.0,0.0221,0.0942,0.0445,49.0,4.08,0.0724,62.0,26.6
2024-06-03,34881.05,3231.88,6443.0,2625.0,0.0289,0.1344,0.067,52.0,3.94,0.0687,61.0,26.1
2025-06-10,32626.72,3866.66,9080.0,3837.0,0.0198,0.1143,,64.0,4.22,0.0539,65.0,24.8
2024-07-10,36185.57,2956.14,6127.0,2726.0,0.0316,0.0969,0.0703,55.0,4.29,0.0583,61.0,19.8
2025-10-16,25194.79,3080.06,5642.0,2429.0,0.0245,0.1004,0.0653,57.0,4.05,0.0596,64.0,16.7
2025-11-09,33981.53,3092.79,7060.0,3003.0,0.0273,0.1199,0.0627,53.0,4.13,0.0685,67.0,14.2
2024-07-06,35025.15,2616.16,6633.0,2926.0,0.029,0.0952,0.0551,56.0,3.94,0.0586,63.0,19.7
2024-02-20,40331.79,3424.36,7623.0,3210.0,0.0287,0.0982,0.0539,56.0,4.16,0.0617,63.0,27.7
2024-02-08,39034.16,2969.88,5822.0,2531.0,0.037,0.1919,0.0908,67.0,4.12,0.0669,59.0,28.4
2025-03-25,29105.4,3710.4,8513.0,3628.0,0.0186,0.0923,0.0334,39.0,4.08,0.0643,61.0,31.0
2025-02-22,40635.88,3458.17,8540.0,3758.0,0.0267,0.0967,0.0494,53.0,3.9,0.0625,63.0,27.1
2025-10-10,43500.25,2921.32,6991.0,2841.0,0.0336,0.1587,0.0838,68.0,3.8,0.0674,64.0,11.1
2024-07-27,36300.77,2606.73,6944.0,2950.0,0.0294,0.0857,0.0329,34.0,4.38,0.0518,60.0,18.8
2025-01-10,24371.09,4031.45,9317.0,3924.0,0.0139,0.0662,0.0371,57.0,3.99,0.0724,60.0,24.6
2025-04-08,34031.66,2857.21,7243.0,3178.0,0.0261,0.1191,0.0503,60.0,3.84,0.065,64.0,32.0
2025-04-15,21317.56,3699.06,7100.0,2776.0,0.017,0.0774,0.0439,56.0,4.13,0.0639,66.0,30.8
2024-01-06,28775.99,2580.6,6272.0,2639.0,0.0248,0.1122,0.0555,61.0,4.1,0.063,59.0,20.3
2024-03-16,39078.0,3656.02,8961.0,3648.0,0.0246,0.1485,0.0967,71.0,3.94,0.0661,59.0,28.1
2025-12-22,46916.25,3618.13,8421.0,3565.0,0.0294,0.0794,0.0638,61.0,3.73,0.064,62.0,20.5
2024-09-05,30819.96,3755.13,7126.0,3116.0,0.0244,0.0777,0.0402,49.0,4.38,0.0601,63.0,14.9
2024-02-17,33310.03,3386.36,7913.0,3318.0,0.0238,0.0942,0.0391,56.0,4.34,0.0598,60.0,30.6
2024-10-29,35097.29,3068.85,6624.0,2706.0,0.0304,0.0977,0.048,50.0,4.39,0.0579,64.0,17.4
2024-03-11,21608.04,2954.93,6143.0,2647.0,0.0189,0.1016,0.0479,49.0,4.35,0.063,62.0,32.3
2025-01-22,27113.75,3484.46,7483.0,3009.0,0.0193,0.0994,0.0654,64.0,4.09,0.0673,64.0,25.0
2025-07-01,39611.77,2871.83,7965.0,3212.0,0.0283,0.0426,0.0381,49.0,3.88,0.0599,65.0,22.2
2025-12-02,33210.38,3000.24,6157.0,2473.0,0.0297,0.0598,,54.0,4.16,0.0667,68.0,17.6
2024-08-13,49043.68,2903.44,7823.0,3362.0,0.0344,0.1141,0.0618,50.0,4.15,0.0742,65.0,16.2
2024-10-13,26629.57,2815.28,6609.0,2707.0,0.0217,0.142,0.0827,68.0,4.04,0.0584,64.0,13.9
2024-01-12,37100.08,3351.87,8484.0,3698.0,0.0238,0.1141,0.0727,50.0,4.26,0.0584,63.0,23.9
2025-07-04,31587.28,3340.14,8467.0,3404.0,0.0212,0.0717,0.0519,59.0,4.0,0.0687,65.0,19.0
2024-05-30,43653.62,3217.37,7472.0,3173.0,0.0317,0.0888,0.0602,62.0,3.66,0.0792,56.0,27.1
2025-04-30,29025.25,3487.44,6675.0,2587.0,0.0246,0.0787,0.0484,57.0,4.41,0.0479,68.0,27.1
2025-04-07,42173.47,3026.7,6743.0,2601.0,0.0329,0.0775,0.0318,37.0,4.19,0.0626,62.0,31.6
2025-06-20,27836.47,3106.97,6424.0,2734.0,0.0233,0.114,0.0426,41.0,3.92,0.0687,61.0,24.0
2024-04-25,33080.26,,7603.0,3042.0,0.0237,0.1409,0.0556,60.0,4.02,0.0544,58.0,30.1
2024-10-08,42240.1,2104.74,6442.0,2883.0,0.0352,0.1264,0.0607,47.0,4.28,0.0721,64.0,13.2
2024-09-10,42975.2,2381.47,6375.0,2664.0,0.0371,0.0919,0.0404,50.0,4.02,0.071,63.0,13.3
2025-08-13,39183.96,2543.02,5469.0,2389.0,0.0386,0.1011,0.0536,54.0,3.92,0.0656,64.0,17.6
2024-07-14,41426.05,2680.34,7830.0,3101.0,0.0287,0.0183,0.03,63.0,3.87,0.0631,64.0,19.5
2025-12-26,41029.16,3763.62,8183.0,3439.0,0.0281,0.0229,0.0199,30.0,4.39,0.0608,67.0,20.4
2025-09-09,23769.83,2960.16,6242.0,2628.0,0.0207,0.112,0.067,56.0,4.08,0.0681,65.0,14.5
2025-11-07,34508.0,3781.87,8512.0,3605.0,0.0222,0.1366,0.0651,64.0,3.79,0.0603,69.0,14.4
2024-03-06,23623.04,3663.39,7996.0,3488.0,0.0166,0.0699,0.0337,49.0,4.07,0.0628,61.0,29.1
2025-06-13,22215.22,3886.86,8111.0,3243.0,0.0148,0.0725,0.0444,58.0,4.26,0.0634,63.0,24.1
2024-10-28,34058.68,2226.12,5669.0,2288.0,0.0329,0.1834,0.0852,76.0,3.89,0.0736,59.0,17.3
2024-08-07,19612.47,2609.74,3279.0,1343.0,0.0298,0.1197,0.0808,69.0,4.08,0.0601,59.0,17.0
2025-03-30,40403.03,3605.49,7981.0,3495.0,0.0277,0.0877,0.0345,44.0,3.99,0.0654,64.0,31.1
2025-03-01,29943.4,3387.17,7685.0,3260.0,0.0214,0.0711,0.0316,40.0,4.03,0.0711,66.0,30.2
2025-05-02,28515.93,3691.82,6345.0,2556.0,0.0231,0.1071,0.0541,51.0,4.02,0.0612,65.0,29.8
2025-01-04,45572.68,3468.92,8738.0,3643.0,0.0293,0.1002,0.0376,43.0,4.08,0.0633,67.0,23.7
2025-12-06,32115.67,2770.52,6420.0,2846.0,0.0255,0.0737,0.0589,54.0,4.05,0.0606,62.0,16.9
2024-03-10,37765.85,3331.54,7528.0,3236.0,0.0269,0.1098,0.0585,52.0,4.29,0.0649,62.0,33.0
2024-04-03,26984.73,3409.13,5943.0,2452.0,0.025,0.1221,0.0716,52.0,4.08,0.0633,61.0,29.8
2025-04-27,28450.84,3587.14,7808.0,3132.0,0.0203,0.1122,0.0659,67.0,3.95,0.069,63.0,29.7
2024-03-09,41278.45,3695.76,8973.0,3513.0,0.0254,0.1159,0.0746,48.0,4.23,0.0661,63.0,30.3
2024-01-22,39552.46,2911.45,6501.0,2798.0,0.0328,0.1184,0.0568,57.0,4.21,0.0721,58.0,26.5
2024-03-18,29444.18,3474.23,6758.0,2636.0,0.0224,0.1221,0.0601,58.0,4.04,0.065,57.0,32.3
2024-06-08,31899.62,2806.99,5189.0,2088.0,0.0329,0.1141,0.0668,54.0,3.85,0.0568,61.0,25.9
2025-11-28,40502.88,2723.56,7139.0,2901.0,0.0313,0.0211,0.0281,47.0,3.96,0.0693,63.0,16.1
2024-05-05,34159.52,3509.6,7828.0,3093.0,0.0244,0.0672,0.0595,56.0,4.22,0.0551,58.0,28.0
2024-08-16,40183.67,2511.09,6018.0,2511.0,0.0354,0.0544,0.0277,51.0,3.92,0.0569,63.0,16.0
2024-02-12,29280.96,3048.38,7191.0,3179.0,0.0224,0.0321,0.017,45.0,4.14,0.0625,60.0,25.9
2025-05-31,32252.19,3648.82,7738.0,3023.0,0.0231,0.0602,0.0472,57.0,4.15,0.0586,65.0,26.0
2025-01-09,34561.31,3403.52,6748.0,2904.0,0.0285,0.0689,0.062,65.0,4.06,0.0649,63.0,23.6
2024-07-24,32216.65,2914.76,7218.0,2948.0,0.0242,0.0345,0.0367,60.0,3.99,0.0716,60.0,18.2
2024-09-05,30819.96,3755.13,7126.0,3116.0,0.0244,0.0777,0.0402,49.0,4.38,0.0601,63.0,14.9
2024-01-07,37222.85,3088.36,7681.0,3072.0,0.0264,0.0919,0.0493,61.0,4.13,0.0665,61.0,22.7
2025-05-08,29335.95,3680.05,8750.0,3597.0,0.0184,0.0867,0.0383,55.0,3.78,0.0667,63.0,28.6
2025-11-26,34299.21,2774.78,5765.0,2494.0,0.0315,0.1125,0.0598,55.0,4.26,0.0636,64.0,17.9
2025-11-16,23663.94,2824.23,5902.0,2395.0,0.0208,0.0701,0.0481,58.0,4.18,0.0604,65.0,17.5
2024-09-16,36659.59,2235.52,5138.0,1997.0,0.0389,0.0476,0.0306,63.0,3.96,0.0573,63.0,14.0
2024-10-09,,3041.24,6574.0,2822.0,0.0289,0.1123,0.065,47.0,4.27,0.0608,63.0,14.5
2025-10-15,38685.12,2486.13,5843.0,2478.0,0.0361,0.0792,0.0472,70.0,3.89,0.0655,66.0,13.2
2025-12-18,40100.32,3434.75,8896.0,3797.0,0.0237,0.0937,0.0759,83.0,3.73,0.0782,68.0,20.5
2025-03-31,26275.42,3637.92,6947.0,2552.0,0.021,0.1272,0.0572,61.0,3.71,0.0783,63.0,32.9
2024-11-16,28283.29,3120.96,6124.0,2669.0,0.0244,0.0453,0.0438,41.0,4.23,0.0552,64.0,16.0
2025-03-10,23863.5,3868.75,7676.0,3192.0,0.0171,0.1359,0.0693,60.0,3.98,0.0607,66.0,31.4
2024-10-26,40827.01,2871.0,7504.0,3160.0,0.0293,0.0986,0.0436,57.0,4.25,0.0678,64.0,15.1
2025-03-12,51018.8,3362.77,9519.0,3812.0,0.0298,0.0714,0.0638,73.0,3.98,0.0556,65.0,29.3
2025-08-22,38589.28,2310.2,6252.0,2495.0,0.0331,0.1513,0.0658,53.0,4.28,0.0715,69.0,17.2
2025-03-14,27294.12,3325.98,7157.0,2952.0,0.0215,0.0846,0.0554,59.0,4.16,0.0607,63.0,30.6
2024-11-21,37142.24,3130.42,8312.0,3637.0,0.0243,0.1104,0.0644,54.0,4.14,0.0578,62.0,12.7
2025-02-07,44262.56,3265.27,8483.0,3686.0,0.0282,0.081,0.0515,50.0,4.28,0.059,62.0,27.2
2024-09-22,35504.09,3065.17,7299.0,3077.0,0.0277,0.0915,0.0437,60.0,4.03,0.0647,59.0,11.8
2025-08-25,31987.41,,8260.0,3502.0,0.0212,0.1169,0.0438,56.0,,0.0596,67.0,13.7
2024-10-05,42155.91,3129.08,7737.0,3151.0,0.0294,0.0498,0.0312,42.0,4.11,0.045,65.0,12.3
2025-11-29,37487.67,2746.73,6968.0,3008.0,0.0289,0.1142,0.0685,56.0,4.0,0.0761,66.0,17.7
2025-07-10,32574.29,2902.94,5664.0,2376.0,0.0332,0.1003,0.0577,60.0,4.18,0.06,65.0,21.6
2025-10-20,40339.28,3308.35,7724.0,3270.0,0.0281,0.1118,0.0426,52.0,4.15,0.0572,66.0,12.9
2024-08-19,34413.78,2589.9,6267.0,2443.0,0.031,0.1492,0.0921,69.0,3.71,0.0757,60.0,15.7
2024-09-02,27573.6,2295.95,4799.0,2244.0,0.0312,0.0441,0.0393,59.0,3.8,0.0682,65.0,13.6
2024-06-16,31315.84,3307.76,6764.0,3032.0,0.0262,0.1064,0.0697,57.0,3.82,0.0738,63.0,22.5
2025-05-17,30738.15,3232.89,6372.0,2644.0,0.0254,0.1132,0.0533,51.0,4.18,0.0601,63.0,28.8
2024-11-28,31705.07,2671.65,5944.0,2529.0,0.0304,0.0875,0.0617,64.0,3.91,0.0619,62.0,18.4
2025-03-02,30766.08,3797.63,8337.0,3374.0,0.02,0.0086,0.0428,46.0,4.2,0.0601,63.0,30.9
2025-06-25,32649.83,2974.42,8013.0,3286.0,0.023,0.1288,0.0733,51.0,3.96,0.0716,59.0,23.7
2024-06-11,27781.63,3948.73,8281.0,3569.0,0.0184,0.0816,0.03,44.0,4.29,0.0587,63.0,26.0
2024-05-29,37170.08,3333.25,7477.0,3094.0,0.028,0.0983,0.0687,63.0,3.9,0.0663,61.0,29.7
2024-08-14,26246.52,3699.99,7773.0,3200.0,0.018,0.0607,0.0307,56.0,4.14,0.0609,61.0,16.8
2024-04-04,,2846.61,5134.0,1991.0,0.0314,0.198,0.0825,52.0,3.84,0.0631,58.0,33.0
2024-08-09,47964.45,2927.98,7132.0,2872.0,0.035,0.0641,0.0429,56.0,3.91,0.0641,62.0,16.2
2025-04-18,22454.09,3638.18,7967.0,3501.0,0.0159,0.1125,0.0417,44.0,4.24,0.0735,66.0,28.5
2025-12-21,29896.68,3182.48,6968.0,3181.0,0.0242,0.0456,0.0272,39.0,4.21,0.0725,68.0,17.6
2025-10-08,41121.35,3076.48,7483.0,3311.0,0.0295,0.0909,0.0506,48.0,4.11,0.054,66.0,8.8
2024-02-04,25573.13,3450.03,7983.0,3310.0,0.0191,0.0632,0.0405,39.0,4.02,0.069,60.0,27.5
2024-08-05,,3331.9,5153.0,2208.0,0.0233,0.1582,0.0787,57.0,3.87,0.063,61.0,15.3
2024-03-13,36580.9,3085.12,7329.0,3196.0,0.0277,0.1327,0.053,55.0,4.14,0.0596,58.0,28.7
2024-08-08,24646.31,2769.83,5107.0,1965.0,0.0267,0.1006,0.0626,62.0,3.9,0.0709,56.0,15.6
2024-08-01,36809.56,2716.11,7349.0,3141.0,0.028,0.1575,0.0722,55.0,4.35,0.069,62.0,19.7
2025-09-29,52885.06,2465.4,7001.0,2844.0,0.041,0.0762,0.0416,40.0,3.88,0.0713,65.0,13.8
2025-01-29,35127.49,3593.14,7820.0,3342.0,0.0239,0.0663,0.0408,53.0,4.05,0.073,65.0,26.2
2025-01-02,42934.24,2871.05,7064.0,3154.0,0.0326,0.1339,0.0545,61.0,3.87,0.0636,61.0,23.0
2024-01-13,31901.31,3109.9,6281.0,2637.0,0.0273,0.085,0.039,49.0,4.21,0.0629,60.0,25.0
2025-09-19,37198.17,3336.48,7100.0,2926.0,0.0278,0.0916,0.0563,62.0,4.0,0.0638,63.0,10.9
2024-12-09,30650.84,3132.67,5865.0,2414.0,0.0273,0.0758,0.043,45.0,4.09,0.0764,61.0,20.7
2024-07-17,38814.47,2972.84,6665.0,2890.0,0.0328,0.1303,0.0608,69.0,3.79,0.0788,60.0,18.6
2024-08-22,35649.24,2529.17,6024.0,2380.0,0.0331,0.0736,0.0402,51.0,4.1,0.0675,63.0,15.1
2025-02-24,23353.26,3523.7,7990.0,3443.0,0.0161,0.0923,0.0526,50.0,4.02,0.0616,61.0,30.9
2025-09-06,28733.04,2600.25,5355.0,2256.0,0.0286,0.0765,0.0511,57.0,4.03,0.0658,62.0,14.6
2025-08-02,37940.71,3154.73,6900.0,2934.0,0.0295,0.1317,0.057,50.0,4.09,0.0663,66.0,16.0
2024-10-24,41016.82,2619.7,6244.0,2895.0,0.0352,0.031,0.0389,52.0,3.77,0.0694,60.0,14.1
2024-03-04,19108.75,3583.87,8264.0,3448.0,0.0126,0.1028,0.0458,46.0,4.16,0.0546,63.0,30.1
2024-01-14,29883.53,3488.44,6291.0,2371.0,0.0255,0.111,0.0496,54.0,3.84,0.0699,60.0,20.9
2025-03-11,27584.14,3335.05,6814.0,2792.0,0.024,0.0993,0.0312,63.0,3.95,0.07,61.0,31.3
2024-01-18,41067.58,2786.51,6929.0,2735.0,0.0319,0.0615,0.0369,62.0,3.98,0.0671,60.0,23.1
2025-09-02,33032.72,2531.36,5418.0,2235.0,0.0316,0.1102,0.043,54.0,4.18,0.0612,66.0,15.4
2024-12-14,35401.4,2468.68,5474.0,2304.0,0.0358,0.0773,0.0503,60.0,4.26,0.0591,62.0,19.4
2024-07-26,35071.51,2493.36,5918.0,2486.0,0.0323,0.1004,0.0701,72.0,3.8,0.0674,60.0,18.7
2024-03-31,38712.09,3668.78,7719.0,3054.0,0.0263,0.0444,0.0385,54.0,4.14,0.0747,58.0,31.4
2024-11-03,21181.39,3240.79,6887.0,2994.0,0.0168,0.1344,0.052,63.0,3.87,0.0641,60.0,14.3
2024-12-07,31965.37,3080.86,6154.0,2638.0,0.0294,0.0638,0.0333,43.0,4.3,0.057,64.0,17.6
2025-01-15,53972.01,3290.17,8612.0,3547.0,0.0342,0.0571,0.0418,51.0,4.31,0.0706,62.0,25.4
2024-12-10,28023.14,3560.29,7178.0,3026.0,0.0217,0.1211,0.0648,54.0,4.21,0.0521,63.0,18.5
2025-04-16,26417.52,3433.65,7292.0,3014.0,0.0209,0.1256,0.062,63.0,4.15,0.0696,62.0,31.0
2025-08-16,33093.44,2378.84,4532.0,2246.0,0.0385,0.0737,0.0184,46.0,4.37,0.0615,63.0,16.9
2025-07-05,28588.15,3393.69,5872.0,2680.0,0.0267,0.0304,0.0215,48.0,3.91,0.0673,67.0,22.0
2024-02-02,37808.64,3042.75,7569.0,3104.0,0.0279,0.1048,0.0641,55.0,4.08,0.0677,60.0,28.6
2025-11-21,36427.89,3129.25,6959.0,2915.0,0.0279,0.0286,0.0252,44.0,4.12,0.0637,65.0,14.0
2024-06-21,33582.72,2982.26,6750.0,2853.0,0.0268,0.0978,0.0473,46.0,4.25,0.0565,60.0,24.4
2025-09-21,37825.23,2013.25,4921.0,2123.0,0.0412,0.0665,0.0463,63.0,4.19,0.0672,68.0,14.2
2025-09-22,23458.72,3420.81,7355.0,3113.0,0.0176,0.1493,0.0801,70.0,4.01,0.07,64.0,12.6
2025-02-12,26198.85,2733.98,6350.0,2623.0,0.023,0.1206,0.082,71.0,4.16,0.0744,62.0,29.5
2025-09-07,,2431.21,7724.0,3090.0,0.0341,0.0833,0.0599,60.0,3.9,0.0701,64.0,13.3
2025-10-30,36415.69,2732.38,6879.0,2940.0,0.0293,0.0668,0.0434,63.0,3.87,0.0779,63.0,15.9
2024-07-19,25107.26,3080.37,7049.0,3247.0,0.0194,0.1207,0.0587,50.0,4.42,0.0618,63.0,20.0
2024-10-19,37436.99,3250.98,7680.0,3147.0,0.0264,0.0707,0.0503,45.0,4.28,0.07,62.0,10.6
2025-08-06,36298.11,2630.7,6558.0,2663.0,0.031,0.1493,0.0674,72.0,3.91,0.0671,67.0,16.3
2025-12-14,37161.79,3162.36,8343.0,3358.0,0.0242,0.0791,0.0477,53.0,4.05,0.0645,63.0,17.4
2025-05-25,44381.27,2900.23,7742.0,3223.0,0.0324,0.0534,0.0443,74.0,3.92,0.0736,65.0,28.7
2025-11-06,33506.91,3065.81,7574.0,3139.0,0.0223,0.0845,0.0494,69.0,3.69,0.0724,65.0,13.9
2025-09-16,42899.42,3028.07,8481.0,3685.0,0.0277,0.1138,0.0622,56.0,4.05,0.06,64.0,11.5
2025-10-14,35775.32,3454.24,7464.0,3244.0,0.0258,0.0747,0.0587,53.0,3.91,0.0699,65.0,15.3
2025-12-19,28532.87,3079.02,6797.0,2927.0,0.0224,0.0952,0.0438,50.0,4.03,0.0609,69.0,20.0
2025-05-04,37800.53,3767.88,9342.0,4164.0,0.0221,0.1107,0.0597,55.0,4.09,0.0639,63.0,30.2
2025-10-11,43952.51,2728.62,7590.0,3213.0,0.031,0.0934,0.0338,23.0,4.25,0.0559,67.0,13.5
2025-10-07,38648.73,2810.3,6850.0,2816.0,0.0295,0.1158,0.0343,52.0,4.0,0.0562,62.0,12.7
2024-05-13,34066.67,3276.9,7466.0,3048.0,0.0253,0.1473,0.0641,66.0,3.93,0.0757,63.0,29.8
2024-03-01,27700.23,2778.36,5904.0,2328.0,0.0261,0.1165,0.0641,65.0,3.96,0.0677,59.0,31.5
2024-01-27,31400.73,3369.71,6829.0,2973.0,0.0243,0.0633,0.0368,54.0,4.02,0.0633,62.0,24.9
2024-04-10,36405.19,3303.18,7762.0,3213.0,0.0268,0.0901,0.0537,59.0,3.73,0.068,61.0,29.7
2025-06-15,42951.56,2997.5,6973.0,2994.0,0.0332,0.1028,0.061,43.0,4.49,0.0497,68.0,26.2
2025-08-11,31877.99,3062.92,5825.0,2459.0,0.0292,0.0972,0.0507,50.0,4.29,0.0615,62.0,16.4
2025-06-04,40566.67,3052.99,7769.0,3284.0,0.0273,0.1372,0.0472,38.0,4.38,0.053,64.0,26.5
2024-12-29,27887.4,2759.23,6611.0,2854.0,0.0221,0.1603,0.0753,60.0,,0.0666,61.0,19.9
2024-11-05,41574.88,3400.49,8163.0,3766.0,0.0289,0.071,0.0389,42.0,4.37,0.0601,62.0,16.8
2025-08-27,42559.82,2689.85,6671.0,2765.0,0.0355,0.0723,0.0309,37.0,4.23,0.0707,63.0,13.6
2024-09-09,29929.28,3333.99,7685.0,3305.0,0.0208,0.0467,0.0274,64.0,3.91,0.0804,62.0,13.1
2025-06-28,32801.08,3155.56,6681.0,2637.0,0.0263,0.1447,0.0565,53.0,4.15,0.0538,66.0,19.8
2025-04-26,36413.15,4059.2,8415.0,3546.0,0.0232,0.0732,0.0516,57.0,3.99,0.0757,63.0,29.7
2025-03-17,19026.84,3677.18,6592.0,2897.0,0.0173,0.1022,0.049,53.0,4.46,0.0545,64.0,29.9
2025-04-21,24326.52,3940.59,8023.0,3366.0,0.017,0.1354,0.0527,51.0,4.08,0.0672,69.0,30.1
2024-01-23,35163.7,3584.48,7140.0,3013.0,0.0273,0.1199,0.0551,57.0,3.87,0.0716,63.0,25.6
2024-03-03,38300.71,3431.98,8087.0,3368.0,0.0264,0.0949,0.0528,52.0,4.06,0.0614,60.0,30.9
2024-05-28,38959.51,3656.71,7999.0,3334.0,0.0256,0.1294,0.0582,46.0,4.17,0.051,63.0,26.8
2025-04-28,3253097.0,3755.81,7690.0,2968.0,0.0224,0.0975,0.0592,61.0,3.91,0.0781,63.0,29.2
2025-10-29,35414.34,3080.44,6899.0,2835.0,0.0277,0.081,0.0379,53.0,4.09,0.064,66.0,13.5
2024-09-14,35498.71,2588.0,6423.0,2634.0,0.0303,0.0633,0.0317,64.0,3.83,0.0522,65.0,14.5
2024-02-22,34964.86,2822.76,8019.0,3475.0,0.0242,0.0741,0.0512,68.0,4.22,0.0702,56.0,30.9
2024-08-30,33182.11,2140.46,5531.0,2340.0,0.0325,0.0181,0.027,56.0,4.09,0.0639,61.0,18.5
2024-06-22,44709.32,2706.17,7642.0,3207.0,0.0329,0.0926,0.056,64.0,3.97,0.0744,60.0,22.3
2024-02-05,26023.39,3635.69,6617.0,2647.0,0.0226,0.1094,0.0496,56.0,4.21,0.0538,63.0,26.1
2024-06-27,32374.45,3061.47,7067.0,2969.0,0.0239,0.1082,,67.0,4.09,0.0636,57.0,21.3
2024-04-30,38454.62,3042.05,6686.0,2951.0,0.0309,0.0846,0.0347,57.0,3.97,0.064,61.0,30.5
2024-10-02,34118.92,2845.11,6893.0,3005.0,0.0265,0.1311,0.065,69.0,4.13,0.0669,62.0,13.8
2024-02-14,28431.6,3333.11,7509.0,3128.0,0.021,0.1449,0.0607,63.0,4.09,0.0738,61.0,31.4
2024-10-27,43945.54,3364.11,8505.0,3431.0,0.0276,0.0746,0.0622,65.0,4.2,0.0614,63.0,12.1
2024-03-17,35361.48,3267.06,7275.0,3145.0,0.0278,0.108,0.0516,60.0,4.01,0.0602,58.0,31.8
2025-01-03,45863.55,3236.92,8105.0,3299.0,0.0314,0.0888,0.0406,59.0,4.16,0.0614,65.0,20.7
2024-07-31,38873.65,2901.89,7116.0,3005.0,0.0301,0.0586,0.0429,48.0,3.94,0.059,62.0,18.2
2024-09-24,32531.11,2832.76,6696.0,2749.0,0.0273,0.0772,0.0394,49.0,4.48,0.0547,63.0,12.7
2024-11-07,42012.42,2956.66,7601.0,3201.0,0.0294,0.1469,0.0743,53.0,3.95,0.0644,62.0,14.7
2025-03-20,39599.91,3448.32,7639.0,3283.0,0.0281,0.1193,0.0693,59.0,4.05,0.0651,58.0,31.1
2025-05-18,33211.28,2954.34,6887.0,2864.0,0.027,0.0706,0.0419,64.0,3.84,0.0677,61.0,28.6
2025-05-10,32721.01,3841.14,8833.0,3587.0,0.0202,0.0356,0.028,38.0,3.94,0.0685,61.0,28.6
2024-02-03,31173.69,2943.45,7308.0,2941.0,0.0254,0.0843,0.042,61.0,3.99,0.0664,64.0,27.7
2024-01-10,22553.44,2766.72,4682.0,1754.0,0.0271,0.1002,0.071,67.0,3.92,0.0691,60.0,25.9
2024-06-09,34232.52,2877.99,6014.0,2595.0,0.0318,0.1094,0.0689,68.0,3.95,0.0712,62.0,26.3
2024-10-12,31040.8,2556.19,5284.0,2126.0,0.0326,0.1073,0.0664,65.0,3.73,0.0691,61.0,13.8
2024-10-22,34006.01,2805.75,6259.0,2704.0,0.0295,0.0982,0.0676,70.0,3.9,0.0694,60.0,14.4
2025-09-08,46353.34,3127.64,7391.0,3100.0,0.0336,0.072,0.0418,39.0,4.23,0.0578,63.0,13.5
2025-09-17,,2675.15,6688.0,2902.0,0.0291,0.0865,0.0344,35.0,4.06,0.0716,61.0,13.5
2024-10-04,38962.32,2322.01,5380.0,2237.0,0.0401,0.0502,0.0383,49.0,3.94,0.0499,62.0,14.0
2025-10-31,25052.97,2021.4,4011.0,1813.0,0.0342,0.2058,0.1022,66.0,4.0,0.0633,68.0,12.1
2025-08-26,33585.05,2696.58,6570.0,2805.0,0.029,0.0357,0.0515,76.0,3.83,0.0647,63.0,16.3
2025-04-29,21675.43,3529.99,5733.0,2362.0,0.0217,0.0632,0.0334,54.0,4.1,0.0689,61.0,31.4
2025-05-11,29793.98,2868.83,7247.0,3153.0,0.0223,0.1033,0.0655,58.0,4.08,0.0695,63.0,28.9
2024-07-01,37612.0,2933.28,7224.0,2745.0,0.0282,0.0938,0.056,60.0,3.98,0.0605,62.0,23.0
2025-12-01,28322.01,3469.17,7528.0,3099.0,0.02,0.093,0.0427,68.0,3.69,0.0731,66.0,18.5
2024-02-06,35578.39,3206.7,7339.0,3121.0,0.0265,0.0576,0.0525,68.0,3.84,0.0665,64.0,27.9
2024-06-05,37187.5,3284.86,8409.0,3881.0,0.0244,0.0709,0.0357,39.0,4.24,0.068,64.0,28.6
2024-01-03,28810.67,3277.22,7838.0,3190.0,0.0212,0.1299,0.0702,61.0,3.99,0.0741,59.0,23.1
